NO,date,hour,company,input
3778,2025.06.18,06,Broadcom,0
3779,2025.06.18,06,Meta,"44,763"
3780,2025.06.18,06,SaudiAramco,"11,061"
3781,2025.06.18,07,tesla,283
3782,2025.06.18,07,samsung,"1,238"
3783,2025.06.18,07,Microsoft,"4,573"
3784,2025.06.18,07,Amazon,172
3785,2025.06.18,07,TSMC,402
3786,2025.06.18,07,Google,"6,812"
3787,2025.06.18,07,Broadcom,0
3788,2025.06.18,07,Meta,"158,937"
3789,2025.06.18,07,SaudiAramco,"34,940"
3790,2025.06.18,08,tesla,319
3791,2025.06.18,08,samsung,"5,615"
3792,2025.06.18,08,apple,28
3793,2025.06.18,08,Microsoft,"32,500"
3794,2025.06.18,08,Amazon,"32,764"
3795,2025.06.18,08,TSMC,"6,412"
3796,2025.06.18,08,Google,"40,692"
3797,2025.06.18,08,Broadcom,4
3798,2025.06.18,08,Meta,"635,127"
3799,2025.06.18,08,SaudiAramco,"140,119"
3800,2025.06.18,09,tesla,439
3801,2025.06.18,09,samsung,"67,428"
3802,2025.06.18,09,Microsoft,"48,542"
3803,2025.06.18,09,Amazon,"127,873"
3804,2025.06.18,09,TSMC,"13,181"
3805,2025.06.18,09,Google,"199,711"
3806,2025.06.18,09,Broadcom,0
3807,2025.06.18,09,Meta,"1,906,015"
3808,2025.06.18,09,SaudiAramco,"570,428"
3809,2025.06.18,10,tesla,663
3810,2025.06.18,10,samsung,"96,762"
3811,2025.06.18,10,Microsoft,"93,347"
3812,2025.06.18,10,Amazon,"118,883"
3813,2025.06.18,10,TSMC,"12,305"
3814,2025.06.18,10,Google,"243,477"
3815,2025.06.18,10,Broadcom,30
3816,2025.06.18,10,Meta,"2,726,121"
3817,2025.06.18,10,SaudiAramco,"1,080,795"
3818,2025.06.18,11,tesla,640
3819,2025.06.18,11,samsung,"68,312"
3820,2025.06.18,11,Microsoft,"107,485"
3821,2025.06.18,11,Amazon,"133,167"
3822,2025.06.18,11,TSMC,"8,177"
3823,2025.06.18,11,Google,"131,552"
3824,2025.06.18,11,Broadcom,"8,032"
3825,2025.06.18,11,Meta,"2,101,978"
3826,2025.06.18,11,SaudiAramco,"911,137"
3827,2025.06.18,12,tesla,145
3828,2025.06.18,12,samsung,"34,979"
3829,2025.06.18,12,Microsoft,"47,812"
3830,2025.06.18,12,Amazon,"118,730"
3831,2025.06.18,12,TSMC,"55,220"
3832,2025.06.18,12,Google,"31,248"
3833,2025.06.18,12,Broadcom,"68,595"
3834,2025.06.18,12,Meta,"1,221,940"
3835,2025.06.18,12,SaudiAramco,"438,452"
3836,2025.06.18,13,tesla,267
3837,2025.06.18,13,samsung,"51,670"
3838,2025.06.18,13,Microsoft,"45,561"
3839,2025.06.18,13,Amazon,"114,415"
3840,2025.06.18,13,TSMC,"5,758"
3841,2025.06.18,13,Google,"54,903"
3842,2025.06.18,13,Broadcom,"70,093"
3843,2025.06.18,13,Meta,"1,546,039"
3844,2025.06.18,13,SaudiAramco,"540,782"
3845,2025.06.18,14,tesla,450
3846,2025.06.18,14,samsung,"79,770"
3847,2025.06.18,14,Microsoft,"59,998"
3848,2025.06.18,14,Amazon,"62,507"
3849,2025.06.18,14,TSMC,"10,692"
3850,2025.06.18,14,Google,"67,463"
3851,2025.06.18,14,Broadcom,"71,961"
3852,2025.06.18,14,Meta,"1,533,045"
3853,2025.06.18,14,SaudiAramco,"593,931"
3854,2025.06.18,15,tesla,261
3855,2025.06.18,15,samsung,"32,013"
3856,2025.06.18,15,Microsoft,"70,497"
3857,2025.06.18,15,Amazon,"56,800"
3858,2025.06.18,15,TSMC,"14,606"
3859,2025.06.18,15,Google,"58,775"
3860,2025.06.18,15,Broadcom,"70,203"
3861,2025.06.18,15,Meta,"1,716,089"
3862,2025.06.18,15,SaudiAramco,"715,813"
3863,2025.06.18,16,tesla,517
3864,2025.06.18,16,samsung,"52,647"
3865,2025.06.18,16,Microsoft,"39,306"
3866,2025.06.18,16,Amazon,"22,760"
3867,2025.06.18,16,TSMC,"19,799"
3868,2025.06.18,16,Google,"52,478"
3869,2025.06.18,16,Broadcom,"66,733"
3870,2025.06.18,16,Meta,"1,214,032"
3871,2025.06.18,16,SaudiAramco,"647,706"
3872,2025.06.18,17,tesla,358
3873,2025.06.18,17,samsung,"23,647"
3874,2025.06.18,17,Microsoft,"40,683"
3875,2025.06.18,17,Amazon,"71,120"
3876,2025.06.18,17,TSMC,"3,803"
3877,2025.06.18,17,Google,"32,403"
3878,2025.06.18,17,Broadcom,"19,242"
3879,2025.06.18,17,Meta,"1,166,673"
3880,2025.06.18,17,SaudiAramco,"318,100"
3881,2025.06.18,18,tesla,159
3882,2025.06.18,18,samsung,"16,007"
3883,2025.06.18,18,Microsoft,"33,777"
3884,2025.06.18,18,Amazon,"81,532"
3885,2025.06.18,18,TSMC,"12,399"
3886,2025.06.18,18,Google,"20,240"
3887,2025.06.18,18,Broadcom,"28,953"
3888,2025.06.18,18,Meta,"1,003,093"
3889,2025.06.18,18,SaudiAramco,"190,303"
3890,2025.06.18,19,tesla,299
3891,2025.06.18,19,samsung,"4,491"
3892,2025.06.18,19,Microsoft,"10,752"
3893,2025.06.18,19,Amazon,"16,999"
3894,2025.06.18,19,TSMC,"26,487"
3895,2025.06.18,19,Google,"9,118"
3896,2025.06.18,19,Broadcom,453
3897,2025.06.18,19,Meta,"469,097"
3898,2025.06.18,19,SaudiAramco,"123,394"
3899,2025.06.18,20,tesla,147
3900,2025.06.18,20,samsung,"3,522"
3901,2025.06.18,20,Microsoft,"9,150"
3902,2025.06.18,20,Amazon,34
3903,2025.06.18,20,TSMC,"1,436"
3904,2025.06.18,20,Google,"12,024"
3905,2025.06.18,20,Broadcom,"8,157"
3906,2025.06.18,20,Meta,"428,610"
3907,2025.06.18,20,SaudiAramco,"57,656"
3908,2025.06.18,21,tesla,291
3909,2025.06.18,21,samsung,"1,505"
3910,2025.06.18,21,Microsoft,"2,121"
3911,2025.06.18,21,Amazon,6
3912,2025.06.18,21,TSMC,574
3913,2025.06.18,21,Google,"8,055"
3914,2025.06.18,21,Broadcom,0
3915,2025.06.18,21,Meta,"115,449"
3916,2025.06.18,21,SaudiAramco,"20,984"
3917,2025.06.18,22,tesla,77
3918,2025.06.18,22,samsung,835
3919,2025.06.18,22,Microsoft,"2,481"
3920,2025.06.18,22,Amazon,22
3921,2025.06.18,22,TSMC,669
3922,2025.06.18,22,Google,"6,159"
3923,2025.06.18,22,Broadcom,0
3924,2025.06.18,22,Meta,"96,948"
3925,2025.06.18,22,SaudiAramco,"18,758"
3926,2025.06.18,23,tesla,33
3927,2025.06.18,23,samsung,636
3928,2025.06.18,23,Microsoft,"1,792"
3929,2025.06.18,23,Amazon,18
3930,2025.06.18,23,TSMC,381
3931,2025.06.18,23,Google,"4,726"
3932,2025.06.18,23,Broadcom,0
3933,2025.06.18,23,Meta,"59,771"
3934,2025.06.18,23,SaudiAramco,"12,373"
3935,2025.06.19,00,tesla,14
3936,2025.06.19,00,samsung,470
3937,2025.06.19,00,Microsoft,"1,467"
3938,2025.06.19,00,Amazon,5
3939,2025.06.19,00,TSMC,380
3940,2025.06.19,00,Google,"3,745"
3941,2025.06.19,00,Broadcom,0
3942,2025.06.19,00,Meta,"46,951"
3943,2025.06.19,00,SaudiAramco,"10,008"
3944,2025.06.19,01,tesla,30
3945,2025.06.19,01,samsung,273
3946,2025.06.19,01,Microsoft,592
3947,2025.06.19,01,Amazon,20
3948,2025.06.19,01,TSMC,249
3949,2025.06.19,01,Google,"1,960"
3950,2025.06.19,01,Broadcom,0
3951,2025.06.19,01,Meta,"28,785"
3952,2025.06.19,01,SaudiAramco,"7,085"
3953,2025.06.19,02,tesla,15
3954,2025.06.19,02,samsung,219
3955,2025.06.19,02,Microsoft,634
3956,2025.06.19,02,Amazon,15
3957,2025.06.19,02,TSMC,126
3958,2025.06.19,02,Google,"1,156"
3959,2025.06.19,02,Broadcom,0
3960,2025.06.19,02,Meta,"18,427"
3961,2025.06.19,02,SaudiAramco,"5,981"
3962,2025.06.19,03,tesla,131
3963,2025.06.19,03,samsung,214
3964,2025.06.19,03,Microsoft,928
3965,2025.06.19,03,Amazon,86
3966,2025.06.19,03,TSMC,120
3967,2025.06.19,03,Google,"1,056"
3968,2025.06.19,03,Broadcom,0
3969,2025.06.19,03,Meta,"15,374"
3970,2025.06.19,03,SaudiAramco,"4,698"
3971,2025.06.19,04,tesla,14
3972,2025.06.19,04,samsung,200
3973,2025.06.19,04,Microsoft,"1,093"
3974,2025.06.19,04,Amazon,14
3975,2025.06.19,04,TSMC,111
3976,2025.06.19,04,Google,997
3977,2025.06.19,04,Broadcom,0
3978,2025.06.19,04,Meta,"18,642"
3979,2025.06.19,04,SaudiAramco,"4,390"
3980,2025.06.19,05,tesla,80
3981,2025.06.19,05,samsung,308
3982,2025.06.19,05,Microsoft,853
3983,2025.06.19,05,Amazon,16
3984,2025.06.19,05,TSMC,149
3985,2025.06.19,05,Google,"1,154"
3986,2025.06.19,05,Broadcom,0
3987,2025.06.19,05,Meta,"21,529"
3988,2025.06.19,05,SaudiAramco,"5,474"
3989,2025.06.19,06,tesla,704
3990,2025.06.19,06,samsung,577
3991,2025.06.19,06,Microsoft,"1,174"
3992,2025.06.19,06,Amazon,75
3993,2025.06.19,06,TSMC,502
3994,2025.06.19,06,Google,"1,910"
3995,2025.06.19,06,Broadcom,0
3996,2025.06.19,06,Meta,"37,493"
3997,2025.06.19,06,SaudiAramco,"9,388"
3998,2025.06.19,07,tesla,142
3999,2025.06.19,07,samsung,"1,419"
4000,2025.06.19,07,Microsoft,"4,211"
4001,2025.06.19,07,Amazon,191
4002,2025.06.19,07,TSMC,419
4003,2025.06.19,07,Google,"6,792"
4004,2025.06.19,07,Broadcom,0
4005,2025.06.19,07,Meta,"155,923"
4006,2025.06.19,07,SaudiAramco,"38,195"
4007,2025.06.19,08,tesla,101
4008,2025.06.19,08,samsung,"6,381"
4009,2025.06.19,08,apple,28
4010,2025.06.19,08,Microsoft,"30,545"
4011,2025.06.19,08,Amazon,"31,890"
4012,2025.06.19,08,TSMC,"9,022"
4013,2025.06.19,08,Google,"50,099"
4014,2025.06.19,08,Broadcom,4
4015,2025.06.19,08,Meta,"566,031"
4016,2025.06.19,08,SaudiAramco,"132,276"
4017,2025.06.19,09,tesla,497
4018,2025.06.19,09,samsung,"44,990"
4019,2025.06.19,09,Microsoft,"91,923"
4020,2025.06.19,09,Amazon,"103,340"
4021,2025.06.19,09,TSMC,"14,291"
4022,2025.06.19,09,Google,"171,583"
4023,2025.06.19,09,Broadcom,"11,386"
4024,2025.06.19,09,Meta,"1,621,931"
4025,2025.06.19,09,SaudiAramco,"563,639"
4026,2025.06.19,10,tesla,511
4027,2025.06.19,10,samsung,"119,525"
4028,2025.06.19,10,Microsoft,"99,588"
4029,2025.06.19,10,Amazon,"138,097"
4030,2025.06.19,10,TSMC,"25,879"
4031,2025.06.19,10,Google,"239,484"
4032,2025.06.19,10,Broadcom,"75,727"
4033,2025.06.19,10,Meta,"2,904,165"
4034,2025.06.19,10,SaudiAramco,"943,577"
4035,2025.06.19,11,tesla,449
4036,2025.06.19,11,samsung,"85,950"
4037,2025.06.19,11,Microsoft,"108,447"
4038,2025.06.19,11,Amazon,"89,026"
4039,2025.06.19,11,TSMC,"12,382"
4040,2025.06.19,11,Google,"167,215"
4041,2025.06.19,11,Broadcom,"61,899"
4042,2025.06.19,11,Meta,"2,003,922"
4043,2025.06.19,11,SaudiAramco,"887,016"
4044,2025.06.19,12,tesla,298
4045,2025.06.19,12,samsung,"25,421"
4046,2025.06.19,12,Microsoft,"34,361"
4047,2025.06.19,12,Amazon,"71,503"
4048,2025.06.19,12,TSMC,"34,947"
4049,2025.06.19,12,Google,"69,254"
4050,2025.06.19,12,Broadcom,"60,568"
4051,2025.06.19,12,Meta,"1,368,496"
4052,2025.06.19,12,SaudiAramco,"435,135"
4053,2025.06.19,13,tesla,230
4054,2025.06.19,13,samsung,"44,784"
4055,2025.06.19,13,Microsoft,"42,272"
4056,2025.06.19,13,Amazon,"68,317"
4057,2025.06.19,13,TSMC,"11,187"
4058,2025.06.19,13,Google,"91,952"
4059,2025.06.19,13,Broadcom,"50,665"
4060,2025.06.19,13,Meta,"1,556,887"
4061,2025.06.19,13,SaudiAramco,"609,741"
4062,2025.06.19,14,tesla,298
4063,2025.06.19,14,samsung,"67,480"
4064,2025.06.19,14,Microsoft,"59,161"
4065,2025.06.19,14,Amazon,"57,337"
4066,2025.06.19,14,TSMC,"18,747"
4067,2025.06.19,14,Google,"79,695"
4068,2025.06.19,14,Broadcom,"73,949"
4069,2025.06.19,14,Meta,"2,155,506"
4070,2025.06.19,14,SaudiAramco,"835,704"
4071,2025.06.19,15,tesla,392
4072,2025.06.19,15,samsung,"56,791"
4073,2025.06.19,15,Microsoft,"52,123"
4074,2025.06.19,15,Amazon,"125,682"
4075,2025.06.19,15,TSMC,"74,448"
4076,2025.06.19,15,Google,"95,679"
4077,2025.06.19,15,Broadcom,"25,301"
4078,2025.06.19,15,Meta,"1,640,434"
4079,2025.06.19,15,SaudiAramco,"589,428"
4080,2025.06.19,16,tesla,"4,787"
4081,2025.06.19,16,samsung,"50,888"
4082,2025.06.19,16,Microsoft,"67,108"
4083,2025.06.19,16,Amazon,"104,177"
4084,2025.06.19,16,TSMC,"19,365"
4085,2025.06.19,16,Google,"81,542"
4086,2025.06.19,16,Broadcom,"17,239"
4087,2025.06.19,16,Meta,"1,348,834"
4088,2025.06.19,16,SaudiAramco,"578,957"
4089,2025.06.19,17,tesla,591
4090,2025.06.19,17,samsung,"23,881"
4091,2025.06.19,17,Microsoft,"70,789"
4092,2025.06.19,17,Amazon,"72,633"
4093,2025.06.19,17,TSMC,"8,266"
4094,2025.06.19,17,Google,"40,751"
4095,2025.06.19,17,Broadcom,"23,195"
4096,2025.06.19,17,Meta,"1,661,971"
4097,2025.06.19,17,SaudiAramco,"357,091"
4098,2025.06.19,18,tesla,337
4099,2025.06.19,18,samsung,"10,866"
4100,2025.06.19,18,Microsoft,"36,667"
4101,2025.06.19,18,Amazon,"22,140"
4102,2025.06.19,18,TSMC,"2,419"
4103,2025.06.19,18,Google,"25,192"
4104,2025.06.19,18,Broadcom,26
4105,2025.06.19,18,Meta,"838,377"
4106,2025.06.19,18,SaudiAramco,"307,009"
4107,2025.06.19,19,tesla,452
4108,2025.06.19,19,samsung,"7,664"
4109,2025.06.19,19,Microsoft,"9,671"
4110,2025.06.19,19,Amazon,"6,531"
4111,2025.06.19,19,TSMC,"6,308"
4112,2025.06.19,19,Google,"11,779"
4113,2025.06.19,19,Broadcom,0
4114,2025.06.19,19,Meta,"579,176"
4115,2025.06.19,19,SaudiAramco,"162,671"
4116,2025.06.19,20,tesla,97
4117,2025.06.19,20,samsung,"6,825"
4118,2025.06.19,20,Microsoft,"10,156"
4119,2025.06.19,20,Amazon,"1,086"
4120,2025.06.19,20,TSMC,"30,653"
4121,2025.06.19,20,Google,"16,447"
4122,2025.06.19,20,Broadcom,0
4123,2025.06.19,20,Meta,"526,686"
4124,2025.06.19,20,SaudiAramco,"92,751"
4125,2025.06.19,21,tesla,384
4126,2025.06.19,21,samsung,"1,799"
4127,2025.06.19,21,Microsoft,"1,881"
4128,2025.06.19,21,Amazon,16
4129,2025.06.19,21,TSMC,"1,017"
4130,2025.06.19,21,Google,"7,143"
4131,2025.06.19,21,Broadcom,0
4132,2025.06.19,21,Meta,"111,593"
4133,2025.06.19,21,SaudiAramco,"22,860"
4134,2025.06.19,22,tesla,141
4135,2025.06.19,22,samsung,928
4136,2025.06.19,22,Microsoft,"1,579"
4137,2025.06.19,22,Amazon,17
4138,2025.06.19,22,TSMC,528
4139,2025.06.19,22,Google,"5,791"
4140,2025.06.19,22,Broadcom,0
4141,2025.06.19,22,Meta,"101,253"
4142,2025.06.19,22,SaudiAramco,"18,214"
4143,2025.06.19,23,tesla,67
4144,2025.06.19,23,samsung,692
4145,2025.06.19,23,Microsoft,716
4146,2025.06.19,23,Amazon,20
4147,2025.06.19,23,TSMC,410
4148,2025.06.19,23,Google,"4,713"
4149,2025.06.19,23,Broadcom,0
4150,2025.06.19,23,Meta,"58,260"
4151,2025.06.19,23,SaudiAramco,"13,843"
4152,2025.06.20,00,tesla,33
4153,2025.06.20,00,samsung,439
4154,2025.06.20,00,Microsoft,"1,060"
4155,2025.06.20,00,Amazon,4
4156,2025.06.20,00,TSMC,421
4157,2025.06.20,00,Google,"3,595"
4158,2025.06.20,00,Broadcom,0
4159,2025.06.20,00,Meta,"42,902"
4160,2025.06.20,00,SaudiAramco,"11,394"
4161,2025.06.20,01,tesla,28
4162,2025.06.20,01,samsung,296
4163,2025.06.20,01,Microsoft,492
4164,2025.06.20,01,Amazon,19
4165,2025.06.20,01,TSMC,264
4166,2025.06.20,01,Google,"1,808"
4167,2025.06.20,01,Broadcom,0
4168,2025.06.20,01,Meta,"27,926"
4169,2025.06.20,01,SaudiAramco,"8,582"
4170,2025.06.20,02,tesla,38
4171,2025.06.20,02,samsung,268
4172,2025.06.20,02,Microsoft,301
4173,2025.06.20,02,Amazon,18
4174,2025.06.20,02,TSMC,151
4175,2025.06.20,02,Google,"1,142"
4176,2025.06.20,02,Broadcom,0
4177,2025.06.20,02,Meta,"21,187"
4178,2025.06.20,02,SaudiAramco,"5,402"
4179,2025.06.20,03,tesla,48
4180,2025.06.20,03,samsung,168
4181,2025.06.20,03,Microsoft,457
4182,2025.06.20,03,Amazon,91
4183,2025.06.20,03,TSMC,131
4184,2025.06.20,03,Google,738
4185,2025.06.20,03,Broadcom,0
4186,2025.06.20,03,Meta,"14,749"
4187,2025.06.20,03,SaudiAramco,"4,729"
4188,2025.06.20,04,tesla,13
4189,2025.06.20,04,samsung,224
4190,2025.06.20,04,Microsoft,413
4191,2025.06.20,04,Amazon,19
4192,2025.06.20,04,TSMC,124
4193,2025.06.20,04,Google,703
4194,2025.06.20,04,Broadcom,0
4195,2025.06.20,04,Meta,"20,902"
4196,2025.06.20,04,SaudiAramco,"8,643"
4197,2025.06.20,05,tesla,79
4198,2025.06.20,05,samsung,"1,473"
4199,2025.06.20,05,Microsoft,"1,230"
4200,2025.06.20,05,Amazon,104
4201,2025.06.20,05,TSMC,149
4202,2025.06.20,05,Google,"1,016"
4203,2025.06.20,05,Broadcom,0
4204,2025.06.20,05,Meta,"32,456"
4205,2025.06.20,05,SaudiAramco,"11,286"
4206,2025.06.20,06,tesla,568
4207,2025.06.20,06,samsung,"1,001"
4208,2025.06.20,06,Microsoft,"2,363"
4209,2025.06.20,06,Amazon,23
4210,2025.06.20,06,TSMC,514
4211,2025.06.20,06,Google,"1,826"
4212,2025.06.20,06,Broadcom,0
4213,2025.06.20,06,Meta,"67,136"
4214,2025.06.20,06,SaudiAramco,"14,893"
4215,2025.06.20,07,tesla,340
4216,2025.06.20,07,samsung,"1,580"
4217,2025.06.20,07,Microsoft,"4,298"
4218,2025.06.20,07,Amazon,"2,064"
4219,2025.06.20,07,TSMC,539
4220,2025.06.20,07,Google,"6,898"
4221,2025.06.20,07,Broadcom,0
4222,2025.06.20,07,Meta,"177,859"
4223,2025.06.20,07,SaudiAramco,"52,686"
4224,2025.06.20,08,tesla,221
4225,2025.06.20,08,samsung,"9,178"
4226,2025.06.20,08,apple,28
4227,2025.06.20,08,Microsoft,"35,746"
4228,2025.06.20,08,Amazon,"22,441"
4229,2025.06.20,08,TSMC,"8,626"
4230,2025.06.20,08,Google,"37,262"
4231,2025.06.20,08,Broadcom,4
4232,2025.06.20,08,Meta,"629,538"
4233,2025.06.20,08,SaudiAramco,"162,882"
4234,2025.06.20,09,tesla,323
4235,2025.06.20,09,samsung,"51,740"
4236,2025.06.20,09,Microsoft,"53,043"
4237,2025.06.20,09,Amazon,"72,122"
4238,2025.06.20,09,TSMC,"19,869"
4239,2025.06.20,09,Google,"241,713"
4240,2025.06.20,09,Broadcom,0
4241,2025.06.20,09,Meta,"2,269,678"
4242,2025.06.20,09,SaudiAramco,"656,001"
4243,2025.06.20,10,tesla,625
4244,2025.06.20,10,samsung,"89,091"
4245,2025.06.20,10,Microsoft,"101,367"
4246,2025.06.20,10,Amazon,"90,008"
4247,2025.06.20,10,TSMC,"25,157"
4248,2025.06.20,10,Google,"245,335"
4249,2025.06.20,10,Broadcom,27
4250,2025.06.20,10,Meta,"3,782,077"
4251,2025.06.20,10,SaudiAramco,"989,680"
4252,2025.06.20,11,tesla,456
4253,2025.06.20,11,samsung,"81,746"
4254,2025.06.20,11,Microsoft,"85,954"
4255,2025.06.20,11,Amazon,"62,191"
4256,2025.06.20,11,TSMC,"40,436"
4257,2025.06.20,11,Google,"91,007"
4258,2025.06.20,11,Broadcom,"47,535"
4259,2025.06.20,11,Meta,"2,904,789"
4260,2025.06.20,11,SaudiAramco,"904,400"
4261,2025.06.20,12,tesla,155
4262,2025.06.20,12,samsung,"37,116"
4263,2025.06.20,12,Microsoft,"63,963"
4264,2025.06.20,12,Amazon,"40,394"
4265,2025.06.20,12,TSMC,"28,907"
4266,2025.06.20,12,Google,"57,202"
4267,2025.06.20,12,Broadcom,"65,504"
4268,2025.06.20,12,Meta,"1,705,971"
4269,2025.06.20,12,SaudiAramco,"468,239"
4270,2025.06.20,13,tesla,199
4271,2025.06.20,13,samsung,"59,442"
4272,2025.06.20,13,Microsoft,"64,532"
4273,2025.06.20,13,Amazon,"29,991"
4274,2025.06.20,13,TSMC,"10,325"
4275,2025.06.20,13,Google,"61,228"
4276,2025.06.20,13,Broadcom,"52,616"
4277,2025.06.20,13,Meta,"1,698,095"
4278,2025.06.20,13,SaudiAramco,"520,135"
4279,2025.06.20,14,tesla,342
4280,2025.06.20,14,samsung,"51,726"
4281,2025.06.20,14,Microsoft,"69,830"
4282,2025.06.20,14,Amazon,"104,442"
4283,2025.06.20,14,TSMC,"15,048"
4284,2025.06.20,14,Google,"60,313"
4285,2025.06.20,14,Broadcom,"97,736"
4286,2025.06.20,14,Meta,"1,854,913"
4287,2025.06.20,14,SaudiAramco,"792,272"
4288,2025.06.20,15,tesla,393
4289,2025.06.20,15,samsung,"46,723"
4290,2025.06.20,15,Microsoft,"54,666"
4291,2025.06.20,15,Amazon,"66,253"
4292,2025.06.20,15,TSMC,"6,181"
4293,2025.06.20,15,Google,"57,341"
4294,2025.06.20,15,Broadcom,"50,155"
4295,2025.06.20,15,Meta,"1,736,984"
4296,2025.06.20,15,SaudiAramco,"557,693"
4297,2025.06.20,16,tesla,462
4298,2025.06.20,16,samsung,"42,232"
4299,2025.06.20,16,Microsoft,"42,666"
4300,2025.06.20,16,Amazon,"55,744"
4301,2025.06.20,16,TSMC,"14,046"
4302,2025.06.20,16,Google,"61,722"
4303,2025.06.20,16,Broadcom,"57,464"
4304,2025.06.20,16,Meta,"1,567,202"
4305,2025.06.20,16,SaudiAramco,"584,085"
4306,2025.06.20,17,tesla,361
4307,2025.06.20,17,samsung,"22,513"
4308,2025.06.20,17,Microsoft,"62,103"
4309,2025.06.20,17,Amazon,"115,147"
4310,2025.06.20,17,TSMC,"7,370"
4311,2025.06.20,17,Google,"47,754"
4312,2025.06.20,17,Broadcom,"14,211"
4313,2025.06.20,17,Meta,"2,102,924"
4314,2025.06.20,17,SaudiAramco,"499,767"
4315,2025.06.20,18,tesla,166
4316,2025.06.20,18,samsung,"13,215"
4317,2025.06.20,18,Microsoft,"33,930"
4318,2025.06.20,18,Amazon,"33,570"
4319,2025.06.20,18,TSMC,"5,767"
4320,2025.06.20,18,Google,"23,823"
4321,2025.06.20,18,Broadcom,"4,780"
4322,2025.06.20,18,Meta,"1,299,570"
4323,2025.06.20,18,SaudiAramco,"310,648"
4324,2025.06.20,19,tesla,86
4325,2025.06.20,19,samsung,"10,824"
4326,2025.06.20,19,Microsoft,"39,652"
4327,2025.06.20,19,Amazon,"13,755"
4328,2025.06.20,19,TSMC,"26,659"
4329,2025.06.20,19,Google,"9,013"
4330,2025.06.20,19,Broadcom,0
4331,2025.06.20,19,Meta,"731,187"
4332,2025.06.20,19,SaudiAramco,"136,446"
4333,2025.06.20,20,tesla,330
4334,2025.06.20,20,samsung,"4,202"
4335,2025.06.20,20,Microsoft,"10,057"
4336,2025.06.20,20,Amazon,178
4337,2025.06.20,20,TSMC,917
4338,2025.06.20,20,Google,"11,976"
4339,2025.06.20,20,Broadcom,15
4340,2025.06.20,20,Meta,"425,369"
4341,2025.06.20,20,SaudiAramco,"66,695"
4342,2025.06.20,21,tesla,115
4343,2025.06.20,21,samsung,"2,026"
4344,2025.06.20,21,Microsoft,"2,811"
4345,2025.06.20,21,Amazon,4
4346,2025.06.20,21,TSMC,533
4347,2025.06.20,21,Google,"6,678"
4348,2025.06.20,21,Broadcom,0
4349,2025.06.20,21,Meta,"142,720"
4350,2025.06.20,21,SaudiAramco,"24,048"
4351,2025.06.20,22,tesla,362
4352,2025.06.20,22,samsung,"1,078"
4353,2025.06.20,22,Microsoft,"2,745"
4354,2025.06.20,22,Amazon,21
4355,2025.06.20,22,TSMC,590
4356,2025.06.20,22,Google,"6,323"
4357,2025.06.20,22,Broadcom,0
4358,2025.06.20,22,Meta,"99,395"
4359,2025.06.20,22,SaudiAramco,"19,457"
4360,2025.06.20,23,tesla,96
4361,2025.06.20,23,samsung,"1,033"
4362,2025.06.20,23,Microsoft,"1,996"
4363,2025.06.20,23,Amazon,18
4364,2025.06.20,23,TSMC,547
4365,2025.06.20,23,Google,"4,622"
4366,2025.06.20,23,Broadcom,0
4367,2025.06.20,23,Meta,"65,064"
4368,2025.06.20,23,SaudiAramco,"13,604"
4369,2025.06.21,00,tesla,70
4370,2025.06.21,00,samsung,993
4371,2025.06.21,00,Microsoft,"1,663"
4372,2025.06.21,00,Amazon,3
4373,2025.06.21,00,TSMC,419
4374,2025.06.21,00,Google,"3,838"
4375,2025.06.21,00,Broadcom,0
4376,2025.06.21,00,Meta,"43,317"
4377,2025.06.21,00,SaudiAramco,"12,840"
4378,2025.06.21,01,tesla,31
4379,2025.06.21,01,samsung,575
4380,2025.06.21,01,Microsoft,"1,013"
4381,2025.06.21,01,Amazon,1
4382,2025.06.21,01,TSMC,271
4383,2025.06.21,01,Google,"2,225"
4384,2025.06.21,01,Broadcom,0
4385,2025.06.21,01,Meta,"27,477"
4386,2025.06.21,01,SaudiAramco,"8,156"
4387,2025.06.21,02,tesla,10
4388,2025.06.21,02,samsung,417
4389,2025.06.21,02,Microsoft,762
4390,2025.06.21,02,Amazon,20
4391,2025.06.21,02,TSMC,382
4392,2025.06.21,02,Google,"1,476"
4393,2025.06.21,02,Broadcom,0
4394,2025.06.21,02,Meta,"20,259"
4395,2025.06.21,02,SaudiAramco,"7,218"
4396,2025.06.21,03,tesla,21
4397,2025.06.21,03,samsung,333
4398,2025.06.21,03,Microsoft,564
4399,2025.06.21,03,Amazon,0
4400,2025.06.21,03,TSMC,182
4401,2025.06.21,03,Google,999
4402,2025.06.21,03,Broadcom,0
4403,2025.06.21,03,Meta,"17,271"
4404,2025.06.21,03,SaudiAramco,"5,712"
4405,2025.06.21,04,tesla,70
4406,2025.06.21,04,samsung,233
4407,2025.06.21,04,Microsoft,590
4408,2025.06.21,04,Amazon,13
4409,2025.06.21,04,TSMC,161
4410,2025.06.21,04,Google,996
4411,2025.06.21,04,Broadcom,0
4412,2025.06.21,04,Meta,"32,390"
4413,2025.06.21,04,SaudiAramco,"8,251"
4414,2025.06.21,05,tesla,72
4415,2025.06.21,05,samsung,528
4416,2025.06.21,05,Microsoft,965
4417,2025.06.21,05,Amazon,36
4418,2025.06.21,05,TSMC,181
4419,2025.06.21,05,Google,"1,054"
4420,2025.06.21,05,Broadcom,0
4421,2025.06.21,05,Meta,"35,889"
